doc,topic1,topic2,topic3,topic4,topic5,topic6,catogory
622,0.293047516,0.655571692,0.005314949,0.006954591,0.007328382,0.031782869,2
623,0.212750792,0.008299671,0.010977056,0.014363437,0.744036663,0.00957238,5
624,0.903956272,0.013661679,0.018068791,0.023642944,0.024913691,0.015756623,1
625,0.350198578,0.105954628,0.018068791,0.023642944,0.486378436,0.015756623,2
626,0.307524305,0.539501405,0.033551732,0.043902314,0.04626195,0.029258294,0
627,0.655844037,0.016754284,0.022159036,0.142180388,0.143738794,0.019323461,1
628,0.12371409,0.03579117,0.390695947,0.405020662,0.022733966,0.022044166,0
629,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
630,0.128973849,0.15526303,0.000497103,0.234250785,0.005763685,0.475251549,0
631,0.184817844,0.058755331,0.586518235,0.077341561,0.066476021,0.026091009,0
632,0.405103345,0.01250734,0.016542074,0.528613353,0.022808616,0.014425272,4
633,0.196852583,0.020935968,0.058279799,0.369401827,0.114341828,0.240187994,4
634,0.739550315,0.018892656,0.024987225,0.160327066,0.034452997,0.021789741,1
635,0.120958291,0.009978061,0.148012608,0.623938857,0.085604042,0.011508141,4
636,0.182451684,0.726789907,0.019905971,0.026046888,0.027446841,0.017358709,0
637,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,4
638,0.385805726,0.015050758,0.019905971,0.026046888,0.230800883,0.322389773,3
639,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
640,0.062372318,0.002433221,0.052531818,0.875419033,0.004437267,0.002806342,4
641,0.164304751,0.030614935,0.040490985,0.673449799,0.055829962,0.035309567,4
642,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,4
643,0.701445377,0.021656735,0.174947377,0.037479212,0.039493622,0.024977676,5
644,0.207147518,0.038597836,0.051049085,0.588301231,0.070387728,0.044516602,0
645,0.089917173,0.016754284,0.248529782,0.028995015,0.596480285,0.019323461,5
646,0.611918937,0.018892656,0.28024998,0.032695689,0.034452997,0.021789741,1
647,0.385805726,0.218404801,0.223260014,0.026046888,0.129123862,0.017358709,2
648,0.229024803,0.018892656,0.28024998,0.032695689,0.41734713,0.021789741,3
649,0.197838183,0.164689856,0.002452262,0.591922528,0.040958713,0.002138459,4
650,0.116227731,0.460569969,0.174947377,0.037479212,0.185798034,0.024977676,2
651,0.106588486,0.00879267,0.189828594,0.668614796,0.016034476,0.010140978,4
652,0.207147518,0.038597836,0.051049085,0.066797534,0.331139576,0.305268451,0
653,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,0
654,0.207147518,0.038597836,0.311800933,0.066797534,0.331139576,0.044516602,0
655,0.341335763,0.313028472,0.008573504,0.011218397,0.318367466,0.007476397,2
656,0.229024803,0.018892656,0.024987225,0.032695689,0.544978508,0.149421119,5
657,0.160260709,0.540464591,0.002452262,0.040786249,0.040958713,0.215077476,2
658,0.443377648,0.209125879,0.009870223,0.315409763,0.013609305,0.008607182,0
659,0.727629085,0.009978061,0.080604742,0.017268062,0.085604042,0.078916007,1
660,0.37112725,0.030614935,0.040490985,0.2598048,0.262652461,0.035309567,4
661,0.257905629,0.013661679,0.018068791,0.669693587,0.024913691,0.015756623,4
662,0.106588486,0.365191674,0.011629092,0.193416124,0.313033646,0.010140978,2
663,0.295629535,0.011532874,0.015253255,0.019958826,0.021031561,0.636593949,3
664,0.350198578,0.013661679,0.018068791,0.485107689,0.024913691,0.108049572,1
665,0.136146576,0.025368217,0.033551732,0.729413231,0.04626195,0.029258294,4
666,0.089917173,0.016754284,0.135344409,0.594921879,0.030553422,0.132508834,4
667,0.238265652,0.332414453,0.170590937,0.255622071,0.001903207,0.00120368,2
668,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,1
669,0.448564017,0.510556105,0.008966152,0.011732176,0.01236275,0.007818801,2
670,0.685187393,0.011532874,0.093164827,0.019958826,0.021031561,0.169124519,1
671,0.104133308,0.00551611,0.007295548,0.866633778,0.01005928,0.006361975,4
672,0.207147518,0.038597836,0.051049085,0.588301231,0.070387728,0.044516602,4
673,0.06189482,0.089444445,0.015253255,0.019958826,0.800147278,0.013301376,2
674,0.956339957,0.006210395,0.008213802,0.010747729,0.011325392,0.007162725,1
675,0.510231882,0.004018594,0.005314949,0.468471369,0.007328382,0.004634823,1
676,0.073319731,0.013661679,0.018068791,0.023642944,0.855550232,0.015756623,5
677,0.136146576,0.710879134,0.033551732,0.043902314,0.04626195,0.029258294,2
678,0.484287559,0.018892656,0.407881358,0.032695689,0.034452997,0.021789741,0
679,0.467899367,0.038597836,0.311800933,0.066797534,0.070387728,0.044516602,1
680,0.053734136,0.474317196,0.187283948,0.039469284,0.24361224,0.001583196,5
681,0.060144801,0.00496145,0.00656196,0.678938476,0.243671053,0.005722261,4
682,0.467899367,0.038597836,0.051049085,0.327549382,0.070387728,0.044516602,5
683,0.207147518,0.299349685,0.051049085,0.327549382,0.070387728,0.044516602,0
684,0.821657493,0.025368217,0.033551732,0.043902314,0.04626195,0.029258294,4
685,0.533941934,0.431507552,0.007577938,0.009915703,0.010448646,0.006608229,0
686,0.52936425,0.011532874,0.015253255,0.409516684,0.021031561,0.013301376,4
687,0.164304751,0.030614935,0.660958484,0.052982301,0.055829962,0.035309567,0
688,0.207147518,0.299349685,0.051049085,0.066797534,0.331139576,0.044516602,0
689,0.739550315,0.018892656,0.024987225,0.160327066,0.034452997,0.021789741,1
690,0.429473291,0.016754284,0.135344409,0.25536576,0.030553422,0.132508834,2
691,0.941652021,0.008299671,0.010977056,0.014363437,0.015135434,0.00957238,1
692,0.182451684,0.015050758,0.121582993,0.534431994,0.129123862,0.017358709,4
693,0.101393426,0.018892656,0.024987225,0.5432212,0.289715753,0.021789741,4
694,0.207147518,0.299349685,0.311800933,0.066797534,0.070387728,0.044516602,0
695,0.700586825,0.00879267,0.011629092,0.015216622,0.253633812,0.010140978,1
696,0.262532143,0.460569969,0.028642966,0.037479212,0.185798034,0.024977676,2
697,0.536790001,0.215985373,0.176033785,0.010747729,0.053280387,0.007162725,0
698,0.594624955,0.108294341,0.009870223,0.264993994,0.013609305,0.008607182,0
699,0.676238404,0.00596033,0.16894567,0.131111916,0.010869367,0.006874313,0
700,0.467899367,0.038597836,0.051049085,0.327549382,0.070387728,0.044516602,4
701,0.217717963,0.556913875,0.015253255,0.097870398,0.098943133,0.013301376,2
702,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,0
703,0.207147518,0.299349685,0.051049085,0.327549382,0.070387728,0.044516602,0
704,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
705,0.739550315,0.018892656,0.024987225,0.160327066,0.034452997,0.021789741,1
706,0.878786327,0.00879267,0.011629092,0.015216622,0.07543431,0.010140978,1
707,0.164304751,0.030614935,0.247313485,0.4666273,0.055829962,0.035309567,4
708,0.374827951,0.010548302,0.001798837,0.066671278,0.544584983,0.001568649,5
709,0.047188652,0.00879267,0.011629092,0.015216622,0.907031986,0.010140978,5
710,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
711,0.06189482,0.011532874,0.560634256,0.331605113,0.021031561,0.013301376,0
712,0.484287559,0.018892656,0.407881358,0.032695689,0.034452997,0.021789741,0
713,0.207147518,0.299349685,0.311800933,0.066797534,0.070387728,0.044516602,1
714,0.207147518,0.299349685,0.051049085,0.327549382,0.070387728,0.044516602,0
715,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,0
716,0.847749788,0.021656735,0.028642966,0.037479212,0.039493622,0.024977676,1
717,0.69083679,0.015050758,0.019905971,0.026046888,0.027446841,0.220712752,2
718,0.867181693,0.018892656,0.024987225,0.032695689,0.034452997,0.021789741,1
719,0.259920419,0.654587952,0.005786202,0.0666815,0.007978156,0.005045772,2
720,0.894190832,0.015050758,0.019905971,0.026046888,0.027446841,0.017358709,1
721,0.201981284,0.299819733,0.37555132,0.0185162,0.091791512,0.012339951,2
722,0.073319731,0.013661679,0.018068791,0.023642944,0.394085487,0.477221368,3
723,0.737632824,0.191839497,0.044560226,0.009546197,0.01005928,0.006361975,0
724,0.356656181,0.018892656,0.024987225,0.160327066,0.41734713,0.021789741,5
725,0.262992342,0.083143792,0.510770035,0.009915703,0.126569899,0.006608229,0
726,0.769029409,0.129939657,0.022159036,0.028995015,0.030553422,0.019323461,1
727,0.769029409,0.129939657,0.022159036,0.028995015,0.030553422,0.019323461,4
728,0.036382947,0.006779241,0.192157739,0.286519556,0.28715013,0.191010387,0
729,0.947535338,0.007462803,0.009870223,0.012915149,0.013609305,0.008607182,1
730,0.207147518,0.299349685,0.051049085,0.066797534,0.331139576,0.044516602,2
731,0.448564017,0.006779241,0.192157739,0.057530073,0.01236275,0.282606181,0
732,0.467899367,0.038597836,0.311800933,0.066797534,0.070387728,0.044516602,0
733,0.207147518,0.299349685,0.051049085,0.327549382,0.070387728,0.044516602,0
734,0.792513811,0.116727779,0.019905971,0.026046888,0.027446841,0.017358709,1
735,0.307524305,0.196745947,0.376307191,0.043902314,0.04626195,0.029258294,1
736,0.207147518,0.038597836,0.051049085,0.588301231,0.070387728,0.044516602,0
737,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,3
738,0.350198578,0.013661679,0.294947638,0.300521791,0.024913691,0.015756623,4
739,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,0
740,0.661305395,0.008299671,0.291323683,0.014363437,0.015135434,0.00957238,1
741,0.100392224,0.005317939,0.545922099,0.009203241,0.333031082,0.006133416,5
742,0.574092715,0.01250734,0.27002613,0.021645241,0.107303302,0.014425272,1
743,0.207147518,0.038597836,0.311800933,0.327549382,0.070387728,0.044516602,4
744,0.203102546,0.016754284,0.701271273,0.028995015,0.030553422,0.019323461,4
745,0.31384755,0.650210736,0.007883068,0.010314965,0.010869367,0.006874313,2
746,0.811663323,0.013661679,0.018068791,0.023642944,0.11720664,0.015756623,1
747,0.164304751,0.237437435,0.454135984,0.052982301,0.055829962,0.035309567,0
748,0.089917173,0.016754284,0.474900527,0.25536576,0.143738794,0.019323461,0
749,0.467899367,0.038597836,0.051049085,0.327549382,0.070387728,0.044516602,1
750,0.16561268,0.290540527,0.018068791,0.023642944,0.394085487,0.108049572,1
751,0.701445377,0.021656735,0.028642966,0.037479212,0.039493622,0.171282088,0
752,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,0
753,0.134121209,0.583056775,0.009396492,0.012295274,0.012956113,0.248174138,2
754,0.057421055,0.08297939,0.014150748,0.235356543,0.597752312,0.012339951,5
755,0.255774023,0.009978061,0.013196876,0.084675928,0.422643372,0.21373174,2
756,0.37112725,0.030614935,0.040490985,0.2598048,0.055829962,0.242132067,3
757,0.207147518,0.038597836,0.051049085,0.588301231,0.070387728,0.044516602,4
758,0.274261398,0.227539619,0.447831434,0.0185162,0.019511398,0.012339951,3
759,0.207147518,0.299349685,0.051049085,0.066797534,0.331139576,0.044516602,0
760,0.684604373,0.004649753,0.100385428,0.039458781,0.165538899,0.005362766,1
761,0.089917173,0.016754284,0.022159036,0.821292624,0.030553422,0.019323461,4
762,0.389618643,0.038258478,0.001047857,0.001371117,0.568790136,0.000913769,5
763,0.366511513,0.001951936,0.015768121,0.174802685,0.438714491,0.002251254,5
764,0.120958291,0.347017391,0.080604742,0.017268062,0.355235506,0.078916007,2
765,0.207147518,0.299349685,0.051049085,0.066797534,0.070387728,0.305268451,0
766,0.556817014,0.00172453,0.31683761,0.026284979,0.003144885,0.095190982,3
767,0.207147518,0.038597836,0.311800933,0.066797534,0.070387728,0.305268451,0
768,0.207147518,0.038597836,0.051049085,0.327549382,0.070387728,0.305268451,0
769,0.073319731,0.013661679,0.11036174,0.023642944,0.024913691,0.754100215,3
770,0.739550315,0.018892656,0.024987225,0.160327066,0.034452997,0.021789741,1
771,0.811663323,0.013661679,0.018068791,0.115935893,0.024913691,0.015756623,4
772,0.673120156,0.004018594,0.113907132,0.006954591,0.197364703,0.004634823,1
773,0.535263582,0.000818565,0.371585991,0.089895026,0.001492749,0.000944087,0
774,0.650279763,0.025368217,0.204929461,0.043902314,0.04626195,0.029258294,1
775,0.776342052,0.039900114,0.040787107,0.004758475,0.060739994,0.077472259,4
776,0.06189482,0.011532874,0.015253255,0.876986114,0.021031561,0.013301376,4
777,0.192994646,0.512464382,0.051829677,0.2179289,0.023552706,0.001229689,2
778,0.37112725,0.030614935,0.040490985,0.4666273,0.055829962,0.035309567,4
779,0.31423126,0.075802639,0.020996198,0.061331443,0.486751121,0.040887339,5
780,0.090467264,0.057878572,0.009870223,0.164162456,0.669014302,0.008607182,5
781,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,4
782,0.207147518,0.038597836,0.051049085,0.327549382,0.331139576,0.044516602,0
783,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,5
784,0.113255461,0.065333645,0.000454412,0.026126408,0.246660382,0.548169691,3
785,0.37112725,0.030614935,0.454135984,0.052982301,0.055829962,0.035309567,5
786,0.78477225,0.030614935,0.040490985,0.052982301,0.055829962,0.035309567,1
787,0.534784476,0.013661679,0.018068791,0.023642944,0.024913691,0.384928419,3
788,0.653192468,0.067473562,0.226033047,0.039458781,0.008479375,0.005362766,2
789,0.207147518,0.038597836,0.051049085,0.327549382,0.331139576,0.044516602,4
790,0.456527765,0.315386298,0.123699191,0.048622787,0.04915573,0.006608229,0
791,0.025763656,0.004800547,0.071210376,0.883934371,0.008754366,0.005536684,4
792,0.089917173,0.469495775,0.248529782,0.142180388,0.030553422,0.019323461,0
793,0.63566197,0.010699276,0.014150748,0.0185162,0.019511398,0.301460409,1
794,0.157644529,0.179049013,0.037717163,0.000863014,0.587093516,0.037632764,5
795,0.635972754,0.00596033,0.007883068,0.010314965,0.29272892,0.047139964,5
796,0.164304751,0.444259935,0.040490985,0.052982301,0.055829962,0.242132067,3
797,0.207147518,0.299349685,0.051049085,0.066797534,0.070387728,0.305268451,0
798,0.077980159,0.004130735,0.117085783,0.760600648,0.007532885,0.03266979,4
799,0.422097288,0.19908867,0.009396492,0.348267365,0.012956113,0.008194072,0
800,0.918922108,0.011532874,0.015253255,0.019958826,0.021031561,0.013301376,1
801,0.73993908,0.10630273,0.003385083,0.021719917,0.125701278,0.002951912,0
802,0.679287527,0.007859021,0.010394257,0.172878246,0.067424323,0.062156626,4
803,0.894190832,0.015050758,0.019905971,0.026046888,0.027446841,0.017358709,1
804,0.373541106,0.479002303,0.093164827,0.019958826,0.021031561,0.013301376,2
805,0.106588486,0.186992172,0.011629092,0.074616456,0.610032816,0.010140978,5
806,0.29213034,0.461204724,0.009870223,0.113746687,0.064025074,0.059022951,2
807,0.451452678,0.011532874,0.015253255,0.019958826,0.488500991,0.013301376,5
808,0.067124603,0.181496711,0.27002613,0.021645241,0.107303302,0.352404013,5
809,0.442491527,0.013661679,0.018068791,0.023642944,0.486378436,0.015756623,5
810,0.254547794,0.007859021,0.010394257,0.332155646,0.385979122,0.009064159,5
811,0.405103345,0.01250734,0.016542074,0.528613353,0.022808616,0.014425272,4
812,0.040935813,0.619322131,0.301032446,0.028656803,0.006158117,0.003894691,0
813,0.368155343,0.310061513,0.034909627,0.176411204,0.109315245,0.001147068,2
814,0.484287559,0.018892656,0.024987225,0.160327066,0.034452997,0.277052497,5
815,0.207147518,0.038597836,0.051049085,0.066797534,0.591891425,0.044516602,0
816,0.113319654,0.072498929,0.01236348,0.016177567,0.711707986,0.073932383,5
817,0.829513371,0.008299671,0.010977056,0.014363437,0.127274085,0.00957238,1
818,0.356656181,0.018892656,0.024987225,0.415589822,0.162084375,0.021789741,1
819,0.018989429,0.003538304,0.028583116,0.627611634,0.317196634,0.004080883,4
820,0.62619506,0.007859021,0.11657919,0.119785779,0.12051679,0.009064159,3
821,0.271859529,0.173022631,0.021376905,0.487367439,0.0043816,0.041991897,4
822,0.770945014,0.003376867,0.004466208,0.165533529,0.051783692,0.003894691,1
823,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
824,0.207147518,0.038597836,0.311800933,0.066797534,0.070387728,0.305268451,0
825,0.658587401,0.01250734,0.016542074,0.021645241,0.107303302,0.183414643,4
826,0.52936425,0.011532874,0.171076398,0.019958826,0.254766276,0.013301376,1
827,0.513070615,0.005133513,0.006789529,0.008884073,0.460201562,0.005920709,5
828,0.207147518,0.038597836,0.311800933,0.327549382,0.070387728,0.044516602,0
829,0.707942084,0.010699276,0.014150748,0.090796314,0.019511398,0.15690018,1
830,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,0
831,0.263062499,0.114821408,0.004366594,0.585616937,0.028324738,0.003807824,4
832,0.229024803,0.018892656,0.152618602,0.415589822,0.034452997,0.149421119,4
833,0.847749788,0.021656735,0.028642966,0.037479212,0.039493622,0.024977676,0
834,0.732379993,0.060951488,0.010394257,0.013600846,0.12051679,0.062156626,1
835,0.467899367,0.038597836,0.051049085,0.066797534,0.070387728,0.305268451,0
836,0.320608659,0.01250734,0.608004871,0.021645241,0.022808616,0.014425272,0
837,0.207147518,0.299349685,0.051049085,0.066797534,0.331139576,0.044516602,0
838,0.841828862,0.140612102,0.00385121,0.005039294,0.005310142,0.003358391,1
839,0.16561268,0.475126425,0.018068791,0.208228842,0.11720664,0.015756623,2
840,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,0
841,0.847749788,0.021656735,0.028642966,0.037479212,0.039493622,0.024977676,1
842,0.78477225,0.030614935,0.040490985,0.052982301,0.055829962,0.035309567,4
843,0.59264017,0.002150433,0.017371619,0.38143602,0.003921569,0.00248019,4
844,0.529391324,0.407172755,0.00656196,0.0085863,0.0425654,0.005722261,1
845,0.136146576,0.025368217,0.204929461,0.043902314,0.560395137,0.029258294,2
846,0.147007136,0.054862489,0.428366272,0.215869974,0.152074724,0.001819405,5
847,0.136146576,0.025368217,0.033551732,0.386657773,0.04626195,0.372013752,4
848,0.253751161,0.313028472,0.008573504,0.230179904,0.186990562,0.007476397,2
849,0.151619289,0.265991396,0.523510186,0.021645241,0.022808616,0.014425272,2
850,0.46691766,0.326413821,0.063486724,0.013600846,0.12051679,0.009064159,2
851,0.229024803,0.529418167,0.024987225,0.160327066,0.034452997,0.021789741,2
852,0.655844037,0.016754284,0.022159036,0.25536576,0.030553422,0.019323461,4
853,0.095270395,0.007859021,0.063486724,0.756895378,0.067424323,0.009064159,4
854,0.429074617,0.009347936,0.26496745,0.268781537,0.017047069,0.010781391,0
855,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,0
856,0.072755082,0.000641259,0.17846412,0.191722055,0.486364331,0.070053153,5
857,0.484287559,0.274155412,0.024987225,0.032695689,0.034452997,0.149421119,2
858,0.196996654,0.003545092,0.544091101,0.00079106,0.000833577,0.253742516,3
859,0.811663323,0.013661679,0.018068791,0.115935893,0.024913691,0.015756623,4
860,0.14302803,0.255667535,0.183238878,0.007013723,0.166882152,0.244169681,2
861,0.255774023,0.549240989,0.148012608,0.017268062,0.018196176,0.011508141,2
862,0.207147518,0.038597836,0.051049085,0.066797534,0.591891425,0.044516602,0
863,0.062230622,0.213213509,0.006789529,0.112924071,0.598921559,0.005920709,5
864,0.040051495,0.309957417,0.009870223,0.012915149,0.467351226,0.15985449,5
865,0.116227731,0.753178792,0.028642966,0.037479212,0.039493622,0.024977676,2
866,0.478902034,0.368123676,0.033551732,0.043902314,0.04626195,0.029258294,5
867,0.295629535,0.011532874,0.015253255,0.643251399,0.021031561,0.013301376,4
868,0.467899367,0.038597836,0.051049085,0.066797534,0.070387728,0.305268451,1
869,0.829513371,0.008299671,0.123115707,0.014363437,0.015135434,0.00957238,4
870,0.467899367,0.038597836,0.051049085,0.327549382,0.070387728,0.044516602,4
871,0.173776637,0.235768725,0.008966152,0.011732176,0.56193751,0.007818801,5
872,0.555140965,0.021656735,0.174947377,0.037479212,0.185798034,0.024977676,1
873,0.207147518,0.038597836,0.051049085,0.588301231,0.070387728,0.044516602,4
874,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,0
875,0.204922104,0.00170467,0.255608455,0.002950108,0.532848591,0.001966072,5
876,0.52936425,0.011532874,0.015253255,0.019958826,0.410589419,0.013301376,5
877,0.467899367,0.038597836,0.051049085,0.066797534,0.070387728,0.305268451,4
878,0.207147518,0.038597836,0.051049085,0.327549382,0.070387728,0.305268451,0
879,0.323181889,0.009978061,0.619867671,0.017268062,0.018196176,0.011508141,3
880,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
881,0.207147518,0.299349685,0.051049085,0.327549382,0.070387728,0.044516602,4
882,0.080774663,0.015050758,0.019905971,0.026046888,0.637508968,0.220712752,5
883,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,0
884,0.655844037,0.243125029,0.022159036,0.028995015,0.030553422,0.019323461,1
885,0.257905629,0.013661679,0.018068791,0.669693587,0.024913691,0.015756623,4
886,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,0
887,0.566085328,0.007104618,0.201380544,0.156283313,0.060952126,0.008194072,2
888,0.467899367,0.038597836,0.051049085,0.066797534,0.070387728,0.305268451,0
889,0.241714571,0.259541648,0.009870223,0.063330918,0.416935457,0.008607182,5
890,0.106588486,0.840390346,0.011629092,0.015216622,0.016034476,0.010140978,2
891,0.815901346,0.002089716,0.002763836,0.158906793,0.003810845,0.016527465,4
892,0.188366157,0.347017391,0.013196876,0.017268062,0.355235506,0.078916007,2
893,0.077535684,0.002393871,0.003166108,0.036486949,0.861484376,0.018933012,5
894,0.346541513,0.08297939,0.230991091,0.090796314,0.236351741,0.012339951,5
895,0.123638356,0.03053722,0.649285788,0.068142735,0.119777184,0.008618717,0
896,0.101393426,0.018892656,0.024987225,0.160327066,0.162084375,0.532315252,0
897,0.207147518,0.038597836,0.051049085,0.327549382,0.331139576,0.044516602,4
898,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,1
899,0.157303738,0.265118964,0.323789265,0.000652113,0.252701326,0.000434595,2
900,0.821657493,0.025368217,0.033551732,0.043902314,0.04626195,0.029258294,1
901,0.207147518,0.038597836,0.051049085,0.327549382,0.331139576,0.044516602,4
902,0.245413933,0.115753252,0.089180154,0.062959921,0.007532885,0.479159855,3
903,0.207147518,0.038597836,0.051049085,0.066797534,0.591891425,0.044516602,5
904,0.867181693,0.018892656,0.024987225,0.032695689,0.034452997,0.021789741,1
905,0.867181693,0.018892656,0.024987225,0.032695689,0.034452997,0.021789741,1
906,0.207147518,0.038597836,0.051049085,0.066797534,0.331139576,0.305268451,0
907,0.207147518,0.038597836,0.051049085,0.327549382,0.070387728,0.305268451,0
908,0.451452678,0.011532874,0.093164827,0.175781969,0.254766276,0.013301376,3
909,0.334871061,0.02649071,0.346663478,0.002155701,0.288382404,0.001436647,3
910,0.929852683,0.009978061,0.013196876,0.017268062,0.018196176,0.011508141,1
911,0.207147518,0.038597836,0.311800933,0.066797534,0.070387728,0.305268451,0
912,0.207147518,0.038597836,0.051049085,0.066797534,0.070387728,0.566020299,0
913,0.878786327,0.00879267,0.071028926,0.015216622,0.016034476,0.010140978,1
914,0.207147518,0.038597836,0.051049085,0.066797534,0.331139576,0.305268451,0
915,0.947453674,0.003811637,0.00504123,0.006596431,0.032700897,0.004396131,2
916,0.266243839,0.017176989,0.257286752,0.258190414,0.198547599,0.002554408,5
917,0.596939452,0.004249315,0.005620099,0.351834371,0.036455838,0.004900924,4
918,0.080774663,0.015050758,0.223260014,0.026046888,0.637508968,0.017358709,5
919,0.207147518,0.038597836,0.051049085,0.327549382,0.331139576,0.044516602,0
920,0.847749788,0.021656735,0.028642966,0.037479212,0.039493622,0.024977676,0
921,0.207147518,0.038597836,0.311800933,0.066797534,0.070387728,0.305268451,0
922,0.467899367,0.038597836,0.311800933,0.066797534,0.070387728,0.044516602,0
923,0.203102546,0.582681148,0.022159036,0.028995015,0.143738794,0.019323461,2
924,0.164304751,0.030614935,0.454135984,0.052982301,0.262652461,0.035309567,2
925,0.707942084,0.010699276,0.158710977,0.0185162,0.091791512,0.012339951,5
926,0.153589869,0.040336681,0.050525339,0.206701606,0.547186332,0.001660173,4
927,0.284128705,0.015050758,0.019905971,0.026046888,0.637508968,0.017358709,3
928,0.053909917,0.002855696,0.215988477,0.352197363,0.371754947,0.003293601,5
929,0.207147518,0.038597836,0.051049085,0.588301231,0.070387728,0.044516602,4
930,0.207147518,0.299349685,0.051049085,0.066797534,0.070387728,0.305268451,0
931,0.019454456,0.003624953,0.323148178,0.642981063,0.00661053,0.004180819,4
932,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
933,0.451452678,0.167356017,0.24898797,0.019958826,0.098943133,0.013301376,1
934,0.611918937,0.018892656,0.152618602,0.160327066,0.034452997,0.021789741,1
935,0.821657493,0.025368217,0.033551732,0.043902314,0.04626195,0.029258294,4
936,0.207147518,0.038597836,0.051049085,0.588301231,0.070387728,0.044516602,0
937,0.882214782,0.016754284,0.022159036,0.028995015,0.030553422,0.019323461,1
938,0.681678586,0.009347936,0.26496745,0.016177567,0.017047069,0.010781391,0
939,0.413825194,0.007859021,0.010394257,0.544525512,0.014331856,0.009064159,4
940,0.042177928,0.060951488,0.063486724,0.225970713,0.598348989,0.009064159,5
941,0.52936425,0.401090732,0.015253255,0.019958826,0.021031561,0.013301376,2
942,0.207147518,0.299349685,0.051049085,0.066797534,0.070387728,0.305268451,4
943,0.274261398,0.010699276,0.014150748,0.669037229,0.019511398,0.012339951,4
944,0.307661514,0.318768802,0.068973523,0.039458781,0.259774614,0.005362766,2
945,0.661305395,0.008299671,0.010977056,0.238640738,0.015135434,0.065641706,4
946,0.37112725,0.030614935,0.247313485,0.052982301,0.262652461,0.035309567,1
947,0.947453674,0.003811637,0.00504123,0.032346356,0.006950972,0.004396131,0
948,0.152784949,0.00596033,0.048148719,0.131111916,0.655119773,0.006874313,5
949,0.57794975,0.030614935,0.040490985,0.2598048,0.055829962,0.035309567,5
950,0.067124603,0.01250734,0.439015501,0.021645241,0.022808616,0.436898699,3
951,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
952,0.207147518,0.038597836,0.311800933,0.066797534,0.070387728,0.305268451,0
953,0.467899367,0.038597836,0.311800933,0.066797534,0.070387728,0.044516602,1
954,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,0
955,0.581787157,0.00879267,0.011629092,0.312215792,0.016034476,0.069540812,4
956,0.207147518,0.299349685,0.051049085,0.066797534,0.331139576,0.044516602,2
957,0.542658664,0.016754284,0.248529782,0.142180388,0.030553422,0.019323461,1
958,0.618527594,0.135649921,0.01236348,0.205630544,0.017047069,0.010781391,4
959,0.207147518,0.038597836,0.311800933,0.327549382,0.070387728,0.044516602,0
960,0.327015023,0.006210395,0.008213802,0.010747729,0.430875347,0.216937703,5
961,0.06189482,0.011532874,0.015253255,0.331605113,0.332677848,0.247036091,4
962,0.230113236,0.19908867,0.057392505,0.012295274,0.492916244,0.008194072,5
963,0.562908933,0.00496145,0.00656196,0.209691953,0.210153444,0.005722261,2
964,0.288565647,0.001022026,0.00135172,0.001768721,0.692304327,0.014987559,5
965,0.116227731,0.021656735,0.028642966,0.037479212,0.185798034,0.610195322,3
966,0.685187393,0.011532874,0.24898797,0.019958826,0.021031561,0.013301376,0
967,0.745872262,0.007462803,0.009870223,0.214578225,0.013609305,0.008607182,1
968,0.053550424,0.009978061,0.013196876,0.826162455,0.085604042,0.011508141,4
969,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,4
970,0.089917173,0.129939657,0.022159036,0.028995015,0.709665658,0.019323461,2
