doc,topic1,topic2,topic3,topic4,topic5,topic6,catogory
5419,0.534784476,0.013661679,0.018068791,0.39281474,0.024913691,0.015756623,4
5420,0.207147518,0.038597836,0.051049085,0.327549382,0.331139576,0.044516602,0
5421,0.139806392,0.011532874,0.015253255,0.799074543,0.021031561,0.013301376,4
5422,0.164549473,0.0193326,0.001202299,0.001573204,0.345564033,0.46777839,3
5423,0.050168662,0.009347936,0.138665465,0.773989476,0.017047069,0.010781391,4
5424,0.089917173,0.016754284,0.814456645,0.028995015,0.030553422,0.019323461,0
5425,0.316287918,0.016754284,0.361715154,0.028995015,0.256924167,0.019323461,5
5426,0.182479738,0.075922092,0.518920852,0.008554992,0.212959634,0.001162692,0
5427,0.027550623,0.143853511,0.006789529,0.043564072,0.182761566,0.595480699,5
5428,0.730496977,0.071996667,0.00656196,0.0085863,0.176635835,0.005722261,2
5429,0.268820117,0.008299671,0.123115707,0.126502087,0.295482061,0.177780356,3
5430,0.2082456,0.002855696,0.408908081,0.004942076,0.294587105,0.080461443,3
5431,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,4
5432,0.21508909,0.403902605,0.058279799,0.114090736,0.20552436,0.00311341,0
5433,0.37112725,0.030614935,0.040490985,0.2598048,0.262652461,0.035309567,1
5434,0.351856307,0.104155914,0.045612497,0.25955134,0.038796621,0.200027322,3
5435,0.467899367,0.038597836,0.051049085,0.327549382,0.070387728,0.044516602,1
5436,0.413825194,0.007859021,0.328949057,0.225970713,0.014331856,0.009064159,1
5437,0.296728685,0.000458516,0.019191771,0.003891067,0.127835994,0.551893967,3
5438,0.113319654,0.009347936,0.26496745,0.458234514,0.143349054,0.010781391,4
5439,0.212750792,0.008299671,0.010977056,0.014363437,0.015135434,0.73847361,0
5440,0.862444817,0.009978061,0.013196876,0.084675928,0.018196176,0.011508141,1
5441,0.106588486,0.780990512,0.011629092,0.015216622,0.07543431,0.010140978,2
5442,0.104307239,0.008094086,0.269297136,0.001806132,0.375576673,0.240918734,3
5443,0.37112725,0.030614935,0.040490985,0.4666273,0.055829962,0.035309567,0
5444,0.050168662,0.009347936,0.01236348,0.016177567,0.901160963,0.010781391,5
5445,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,5
5446,0.207147518,0.038597836,0.051049085,0.588301231,0.070387728,0.044516602,4
5447,0.120958291,0.414425257,0.417644073,0.017268062,0.018196176,0.011508141,2
5448,0.62619506,0.114043954,0.010394257,0.119785779,0.12051679,0.009064159,1
5449,0.207147518,0.038597836,0.051049085,0.327549382,0.070387728,0.305268451,0
5450,0.870634532,0.011558772,0.027959075,0.012140727,0.071407092,0.006299801,0
5451,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
5452,0.780222199,0.010699276,0.014150748,0.163076429,0.019511398,0.012339951,1
5453,0.57794975,0.237437435,0.040490985,0.052982301,0.055829962,0.035309567,1
5454,0.78477225,0.030614935,0.040490985,0.052982301,0.055829962,0.035309567,2
5455,0.442491527,0.013661679,0.202654689,0.208228842,0.11720664,0.015756623,1
5456,0.02347931,0.418146844,0.005786202,0.037126361,0.007978156,0.507483127,0
5457,0.46298749,0.00879267,0.071028926,0.43101546,0.016034476,0.010140978,4
5458,0.284128705,0.015050758,0.528291077,0.026046888,0.129123862,0.017358709,0
5459,0.201150036,0.006210395,0.008213802,0.09465772,0.472830343,0.216937703,3
5460,0.207147518,0.038597836,0.311800933,0.327549382,0.070387728,0.044516602,0
5461,0.360732727,0.060951488,0.010394257,0.119785779,0.014331856,0.433803891,3
5462,0.46691766,0.007859021,0.169671657,0.332155646,0.014331856,0.009064159,4
5463,0.795036951,0.009978061,0.013196876,0.152083795,0.018196176,0.011508141,1
5464,0.582430614,0.005133513,0.006789529,0.390364067,0.009361569,0.005920709,1
5465,0.054950589,0.000635751,0.395970327,0.477832552,0.009749139,0.060861641,0
5466,0.089917173,0.016754284,0.248529782,0.028995015,0.596480285,0.019323461,5
5467,0.467899367,0.038597836,0.051049085,0.327549382,0.070387728,0.044516602,0
5468,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,0
5469,0.422796691,0.290355003,0.002687943,0.085895069,0.031165503,0.167099792,2
5470,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,0
5471,0.047188652,0.00879267,0.605627431,0.13401629,0.194233978,0.010140978,0
5472,0.21592734,0.340898207,0.081824903,0.009546197,0.345441377,0.006361975,2
5473,0.607275821,0.011532874,0.015253255,0.175781969,0.021031561,0.169124519,4
5474,0.302772632,0.009347936,0.01236348,0.07932856,0.459104016,0.137083376,5
5475,0.912071457,0.01250734,0.016542074,0.021645241,0.022808616,0.014425272,1
5476,0.648356021,0.002473887,0.003271936,0.338533487,0.004511425,0.002853244,4
5477,0.37112725,0.444259935,0.040490985,0.052982301,0.055829962,0.035309567,0
5478,0.356656181,0.018892656,0.024987225,0.032695689,0.034452997,0.532315252,3
5479,0.217717963,0.011532874,0.015253255,0.409516684,0.332677848,0.013301376,1
5480,0.912071457,0.01250734,0.016542074,0.021645241,0.022808616,0.014425272,1
5481,0.12797874,0.464758208,0.008966152,0.103327969,0.01236275,0.282606181,2
5482,0.696974289,0.113758541,0.003115721,0.004076909,0.004296032,0.17777851,1
5483,0.057421055,0.010699276,0.014150748,0.0185162,0.525472198,0.373740523,5
5484,0.193050599,0.489148134,0.24947697,0.010314965,0.051135018,0.006874313,0
5485,0.136146576,0.025368217,0.033551732,0.386657773,0.389017408,0.029258294,1
5486,0.894190832,0.015050758,0.019905971,0.026046888,0.027446841,0.017358709,0
5487,0.377540333,0.003538304,0.004679723,0.60370824,0.006452516,0.004080883,1
5488,0.924782427,0.010699276,0.014150748,0.0185162,0.019511398,0.012339951,2
5489,0.520010127,0.007859021,0.010394257,0.013600846,0.067424323,0.380711425,0
5490,0.52936425,0.011532874,0.404811113,0.019958826,0.021031561,0.013301376,1
5491,0.207147518,0.038597836,0.051049085,0.588301231,0.070387728,0.044516602,0
5492,0.330683608,0.002604469,0.109013276,0.215644568,0.26867114,0.073382939,5
5493,0.297543462,0.006482363,0.008573504,0.011218397,0.405952069,0.270230206,5
5494,0.805278119,0.002393871,0.067854325,0.085003111,0.020537562,0.018933012,4
5495,0.305053845,0.001685263,0.036383835,0.002916521,0.652016847,0.001943689,5
5496,0.037512733,0.003094491,0.798489087,0.151691504,0.005643171,0.003569014,0
5497,0.707942084,0.010699276,0.158710977,0.0185162,0.091791512,0.012339951,0
5498,0.483083836,0.004018594,0.005314949,0.14269482,0.360252977,0.004634823,5
5499,0.327721372,0.042780788,0.044560226,0.009546197,0.569029442,0.006361975,5
5500,0.038129183,0.007104618,0.681340675,0.060291287,0.204940165,0.008194072,0
5501,0.090890478,0.157481953,0.002539693,0.429569054,0.287297935,0.032220888,4
5502,0.706621067,0.051295382,0.198123506,0.041732606,0.001364477,0.000862961,4
5503,0.217717963,0.089444445,0.015253255,0.487428256,0.021031561,0.169124519,4
5504,0.136146576,0.368123676,0.033551732,0.386657773,0.04626195,0.029258294,2
5505,0.164304751,0.030614935,0.247313485,0.052982301,0.055829962,0.448954566,0
5506,0.818910424,0.005317939,0.150737089,0.009203241,0.009697892,0.006133416,2
5507,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,1
5508,0.156404414,0.243764615,0.003928489,0.005140413,0.587336288,0.003425781,5
5509,0.467899367,0.038597836,0.051049085,0.066797534,0.070387728,0.305268451,0
5510,0.78477225,0.030614935,0.040490985,0.052982301,0.055829962,0.035309567,1
5511,0.45817239,0.000510722,0.000675476,0.373509579,0.135490651,0.031641182,4
5512,0.611918937,0.018892656,0.024987225,0.032695689,0.034452997,0.277052497,1
5513,0.618527594,0.009347936,0.01236348,0.016177567,0.017047069,0.326536353,4
5514,0.748717414,0.033649613,0.018732283,0.019678414,0.004228733,0.174993543,1
5515,0.46298749,0.00879267,0.308628261,0.015216622,0.194233978,0.010140978,0
5516,0.429473291,0.016754284,0.022159036,0.028995015,0.483294913,0.019323461,3
5517,0.924782427,0.010699276,0.014150748,0.0185162,0.019511398,0.012339951,4
5518,0.379113596,0.121850876,0.007577938,0.435693632,0.010448646,0.045315313,4
5519,0.439515405,0.527221594,0.007295548,0.009546197,0.01005928,0.006361975,2
5520,0.422097288,0.295080697,0.057392505,0.204279326,0.012956113,0.008194072,2
5521,0.854061406,0.007104618,0.105388518,0.012295274,0.012956113,0.008194072,1
5522,0.467899367,0.038597836,0.051049085,0.066797534,0.070387728,0.305268451,0
5523,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,1
5524,0.555376601,0.009347936,0.26496745,0.016177567,0.143349054,0.010781391,0
5525,0.408836554,0.021656735,0.321251789,0.037479212,0.039493622,0.171282088,0
5526,0.627077425,0.013661679,0.018068791,0.300521791,0.024913691,0.015756623,1
5527,0.303779331,0.000752026,0.006075018,0.016542646,0.026773387,0.646077592,3
5528,0.038129183,0.055100631,0.057392505,0.012295274,0.396924218,0.44015819,5
5529,0.207147518,0.038597836,0.311800933,0.066797534,0.070387728,0.305268451,0
5530,0.340406511,0.005729623,0.007577938,0.5131078,0.010448646,0.122729482,4
5531,0.207147518,0.038597836,0.311800933,0.066797534,0.070387728,0.305268451,0
5532,0.467899367,0.038597836,0.051049085,0.066797534,0.331139576,0.044516602,1
5533,0.369160808,0.148004905,0.193569698,0.014140507,0.239431825,0.035692258,2
5534,0.704609983,0.006210395,0.008213802,0.178567711,0.095235383,0.007162725,4
5535,0.641186991,0.068192504,0.011629092,0.015216622,0.253633812,0.010140978,5
5536,0.356656181,0.018892656,0.024987225,0.032695689,0.162084375,0.404683874,3
5537,0.744829579,0.009347936,0.01236348,0.016177567,0.206500047,0.010781391,1
5538,0.20095062,0.282573508,0.006789529,0.008884073,0.009361569,0.491440701,0
5539,0.057421055,0.010699276,0.014150748,0.813597458,0.019511398,0.084620066,4
5540,0.207147518,0.038597836,0.051049085,0.066797534,0.331139576,0.305268451,0
5541,0.882214782,0.016754284,0.022159036,0.028995015,0.030553422,0.019323461,4
5542,0.56029727,0.050274664,0.008573504,0.011218397,0.011821357,0.357814808,0
5543,0.6775535,0.006779241,0.008966152,0.240721659,0.01236275,0.053616697,4
5544,0.467899367,0.038597836,0.311800933,0.066797534,0.070387728,0.044516602,0
5545,0.207147518,0.038597836,0.051049085,0.327549382,0.070387728,0.305268451,0
5546,0.663103469,0.00551611,0.007295548,0.307663617,0.01005928,0.006361975,4
5547,0.69083679,0.015050758,0.019905971,0.229400931,0.027446841,0.017358709,4
5548,0.556817014,0.013374781,0.002280845,0.002984477,0.003144885,0.421397997,3
5549,0.174434593,0.000256172,0.306654593,0.403672583,0.00046716,0.114514899,3
5550,0.207147518,0.038597836,0.051049085,0.327549382,0.331139576,0.044516602,1
5551,0.207147518,0.038597836,0.051049085,0.327549382,0.070387728,0.305268451,0
5552,0.057421055,0.010699276,0.014150748,0.885877572,0.019511398,0.012339951,0
5553,0.288035116,0.002699462,0.240644864,0.187036762,0.041395802,0.240187994,3
5554,0.072253648,0.00596033,0.611867824,0.010314965,0.091400668,0.208202565,3
5555,0.151619289,0.01250734,0.016542074,0.697602724,0.022808616,0.098919957,4
5556,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,4
5557,0.284787988,0.424591508,0.011629092,0.074616456,0.134834144,0.069540812,2
5558,0.534784476,0.105954628,0.018068791,0.300521791,0.024913691,0.015756623,4
5559,0.555441453,0.00596033,0.007883068,0.372705818,0.051135018,0.006874313,4
5560,0.16598832,0.00879267,0.011629092,0.193416124,0.016034476,0.604139318,3
5561,0.306628432,0.087901483,0.299289634,0.005766624,0.161911222,0.138502606,0
5562,0.136318134,0.005317939,0.438144369,0.009203241,0.045623802,0.365392515,3
5563,0.101393426,0.018892656,0.024987225,0.032695689,0.800241264,0.021789741,3
5564,0.852502313,0.010699276,0.014150748,0.090796314,0.019511398,0.012339951,1
5565,0.57794975,0.030614935,0.040490985,0.052982301,0.262652461,0.035309567,1
5566,0.821657493,0.025368217,0.033551732,0.043902314,0.04626195,0.029258294,4
5567,0.089917173,0.016754284,0.701271273,0.028995015,0.030553422,0.132508834,3
5568,0.288035116,0.568031164,0.040043292,0.004671697,0.096105321,0.00311341,2
5569,0.164304751,0.030614935,0.040490985,0.052982301,0.055829962,0.655777066,3
5570,0.542386468,0.000796541,0.054864654,0.001378496,0.006833702,0.39374014,3
5571,0.841010536,0.089444445,0.015253255,0.019958826,0.021031561,0.013301376,3
5572,0.229024803,0.146524034,0.152618602,0.160327066,0.289715753,0.021789741,5
5573,0.549166744,0.008299671,0.010977056,0.182571413,0.015135434,0.233849682,2
5574,0.827576772,0.01250734,0.016542074,0.021645241,0.022808616,0.098919957,3
5575,0.26537243,0.006779241,0.008966152,0.011732176,0.14975644,0.557393561,3
5576,0.038129183,0.007104618,0.825328715,0.012295274,0.060952126,0.056190085,2
5577,0.467899367,0.038597836,0.051049085,0.327549382,0.070387728,0.044516602,5
5578,0.207147518,0.038597836,0.572552782,0.066797534,0.070387728,0.044516602,0
5579,0.847749788,0.021656735,0.028642966,0.037479212,0.039493622,0.024977676,1
5580,0.525405487,0.009978061,0.013196876,0.017268062,0.28782764,0.146323874,1
5581,0.219574534,0.739545588,0.008966152,0.011732176,0.01236275,0.007818801,2
5582,0.34254611,0.511620493,0.009870223,0.012915149,0.064025074,0.059022951,2
5583,0.494835005,0.006210395,0.176033785,0.304432698,0.011325392,0.007162725,0
5584,0.924782427,0.010699276,0.014150748,0.0185162,0.019511398,0.012339951,1
5585,0.739550315,0.018892656,0.024987225,0.032695689,0.034452997,0.149421119,2
5586,0.253751161,0.094066966,0.008573504,0.011218397,0.581121274,0.051268699,5
5587,0.12970117,0.227539619,0.014150748,0.0185162,0.597752312,0.012339951,5
5588,0.09373822,0.009682983,0.22176736,0.00115479,0.605269244,0.068387403,5
5589,0.090467264,0.057878572,0.514027913,0.012915149,0.114440843,0.210270259,5
5590,0.554287177,0.001647744,0.113494398,0.013983101,0.27016112,0.04642646,1
5591,0.031987998,0.00596033,0.772930425,0.171377566,0.010869367,0.006874313,0
5592,0.903956272,0.013661679,0.018068791,0.023642944,0.024913691,0.015756623,1
5593,0.207147518,0.038597836,0.051049085,0.066797534,0.070387728,0.566020299,0
5594,0.229024803,0.018892656,0.407881358,0.032695689,0.289715753,0.021789741,3
5595,0.819386493,0.00879267,0.13042876,0.015216622,0.016034476,0.010140978,0
5596,0.350198578,0.013661679,0.018068791,0.577400638,0.024913691,0.015756623,4
5597,0.116227731,0.021656735,0.028642966,0.476392446,0.185798034,0.171282088,4
5598,0.296081462,0.053922975,0.205742773,0.006430837,0.006776478,0.431045474,3
5599,0.429473291,0.016754284,0.022159036,0.25536576,0.256924167,0.019323461,2
5600,0.537379928,0.004018594,0.005314949,0.441323323,0.007328382,0.004634823,1
5601,0.207147518,0.038597836,0.051049085,0.066797534,0.070387728,0.566020299,0
5602,0.326105262,0.007104618,0.489356623,0.012295274,0.060952126,0.104186098,3
5603,0.139806392,0.011532874,0.015253255,0.019958826,0.800147278,0.013301376,5
5604,0.042177928,0.007859021,0.647503856,0.013600846,0.279794189,0.009064159,3
5605,0.83047497,0.048165391,0.092123793,0.010747729,0.011325392,0.007162725,0
5606,0.759986659,0.00879267,0.011629092,0.015216622,0.016034476,0.18834048,0
5607,0.851023189,0.004374904,0.005786202,0.007571223,0.037533295,0.093711187,4
5608,0.182451684,0.015050758,0.019905971,0.229400931,0.535831947,0.017358709,5
5609,0.312084256,0.00211964,0.002803413,0.146862797,0.505046311,0.031083583,5
5610,0.921012778,0.005729623,0.007577938,0.048622787,0.010448646,0.006608229,1
5611,0.555140965,0.021656735,0.028642966,0.037479212,0.039493622,0.317586499,1
5612,0.151619289,0.01250734,0.016542074,0.021645241,0.698766099,0.098919957,5
5613,0.78477225,0.030614935,0.040490985,0.052982301,0.055829962,0.035309567,1
5614,0.140883033,0.007462803,0.060285992,0.315409763,0.26568815,0.210270259,4
5615,0.116227731,0.021656735,0.4675562,0.037479212,0.332102445,0.024977676,0
5616,0.218304302,0.001482697,0.12215925,0.012582481,0.53357948,0.11189179,3
5617,0.878786327,0.00879267,0.011629092,0.015216622,0.07543431,0.010140978,5
5618,0.164304751,0.030614935,0.660958484,0.052982301,0.055829962,0.035309567,0
5619,0.346541513,0.010699276,0.014150748,0.452196886,0.019511398,0.15690018,4
5620,0.201455328,0.060951488,0.010394257,0.119785779,0.014331856,0.593081291,3
5621,0.877566656,0.00596033,0.007883068,0.050580615,0.051135018,0.006874313,1
5622,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
5623,0.136146576,0.025368217,0.204929461,0.558035502,0.04626195,0.029258294,3
5624,0.680650924,0.003624953,0.200704388,0.006273354,0.00661053,0.102135851,2
5625,0.031983197,0.277720306,0.03482089,0.184790792,0.470339104,0.000345711,2
5626,0.273460964,0.432806605,0.132140989,0.001676139,0.060653238,0.099262065,0
5627,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
5628,0.914384961,0.006210395,0.008213802,0.052702725,0.011325392,0.007162725,0
5629,0.487482747,0.015050758,0.121582993,0.331077952,0.027446841,0.017358709,4
5630,0.120958291,0.009978061,0.013196876,0.084675928,0.759682703,0.011508141,2
5631,0.611918937,0.018892656,0.024987225,0.032695689,0.162084375,0.149421119,5
5632,0.186746478,0.007713405,0.001315392,0.001721186,0.714011461,0.088492078,5
5633,0.418066398,0.113169023,0.299322786,0.00316908,0.00333941,0.162933304,3
5634,0.573102594,0.007859021,0.063486724,0.332155646,0.014331856,0.009064159,4
5635,0.151619289,0.01250734,0.016542074,0.021645241,0.022808616,0.77487744,3
5636,0.574092715,0.01250734,0.185531445,0.021645241,0.191797987,0.014425272,1
5637,0.390589755,0.009978061,0.080604742,0.017268062,0.355235506,0.146323874,5
5638,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
5639,0.320608659,0.097002025,0.185531445,0.275129297,0.107303302,0.014425272,1
5640,0.461836555,0.502816558,0.00239233,0.027569757,0.003298604,0.002086196,0
5641,0.295629535,0.011532874,0.404811113,0.253693541,0.021031561,0.013301376,1
5642,0.578744996,0.006210395,0.008213802,0.010747729,0.011325392,0.384757685,1
5643,0.301825391,0.001877656,0.383024698,0.307682541,0.003424129,0.002165585,4
5644,0.284787988,0.00879267,0.011629092,0.609214962,0.016034476,0.069540812,4
5645,0.136146576,0.025368217,0.033551732,0.729413231,0.04626195,0.029258294,4
5646,0.295629535,0.011532874,0.015253255,0.331605113,0.176854705,0.169124519,4
5647,0.285060027,0.006210395,0.637538736,0.010747729,0.011325392,0.049117721,3
5648,0.867181693,0.018892656,0.024987225,0.032695689,0.034452997,0.021789741,1
5649,0.451452678,0.011532874,0.015253255,0.331605113,0.176854705,0.013301376,2
5650,0.086125196,0.007104618,0.249376557,0.012295274,0.204940165,0.44015819,3
5651,0.40905671,0.002911871,0.00385121,0.418139984,0.162681834,0.003358391,4
5652,0.153327711,0.002911871,0.00385121,0.024710755,0.261039141,0.554159312,3
5653,0.566085328,0.007104618,0.345368583,0.060291287,0.012956113,0.008194072,0
5654,0.88047338,0.001176343,0.001555818,0.002035782,0.0021452,0.112613477,0
5655,0.467899367,0.038597836,0.311800933,0.066797534,0.070387728,0.044516602,0
5656,0.301699427,0.199265045,0.433355867,0.009915703,0.010448646,0.045315313,2
5657,0.224719279,0.000956018,0.608362048,0.085614799,0.001743413,0.078604443,3
5658,0.739550315,0.018892656,0.024987225,0.032695689,0.162084375,0.021789741,3
5659,0.235532194,0.111689051,0.018051228,0.459485967,0.000937834,0.174303726,4
5660,0.821657493,0.025368217,0.033551732,0.043902314,0.04626195,0.029258294,2
5661,0.457997621,0.481833123,0.013196876,0.017268062,0.018196176,0.011508141,2
5662,0.356968224,0.556354001,0.054764049,0.011732176,0.01236275,0.007818801,2
5663,0.044542816,0.176507647,0.010977056,0.462918039,0.295482061,0.00957238,5
5664,0.811663323,0.013661679,0.018068791,0.023642944,0.11720664,0.015756623,2
5665,0.308720854,0.002004809,0.192263347,0.05764433,0.437054426,0.002312235,5
5666,0.373541106,0.011532874,0.093164827,0.487428256,0.021031561,0.013301376,4
5667,0.207147518,0.038597836,0.051049085,0.327549382,0.070387728,0.305268451,0
5668,0.136146576,0.025368217,0.033551732,0.729413231,0.04626195,0.029258294,4
5669,0.821657493,0.025368217,0.033551732,0.043902314,0.04626195,0.029258294,1
5670,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
5671,0.592763526,0.038789928,0.000830142,0.336066111,0.005384871,0.026165422,4
5672,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,4
5673,0.285208553,0.004800547,0.006349152,0.13803029,0.560074774,0.005536684,5
5674,0.040051495,0.007462803,0.110701761,0.012915149,0.114440843,0.714427949,3
5675,0.205343823,0.000956018,0.00126442,0.557084233,0.03403584,0.201315666,4
5676,0.492225609,0.009347936,0.01236348,0.016177567,0.459104016,0.010781391,1
5677,0.176470647,0.009347936,0.01236348,0.07932856,0.143349054,0.579140323,3
5678,0.493793417,0.007462803,0.009870223,0.012915149,0.114440843,0.361517566,1
5679,0.563381856,0.010699276,0.014150748,0.0185162,0.019511398,0.373740523,3
5680,0.742889674,0.087346729,0.00239233,0.149766765,0.003298604,0.014305897,1
5681,0.225388154,0.186992172,0.13042876,0.015216622,0.194233978,0.247740314,3
5682,0.728651216,0.038597836,0.051049085,0.066797534,0.070387728,0.044516602,1
5683,0.78477225,0.030614935,0.040490985,0.052982301,0.055829962,0.035309567,1
5684,0.241714571,0.108294341,0.009870223,0.012915149,0.064025074,0.563180642,3
5685,0.262992342,0.005729623,0.007577938,0.590521969,0.126569899,0.006608229,4
5686,0.207147518,0.299349685,0.051049085,0.066797534,0.070387728,0.305268451,0
5687,0.470319053,0.44833452,0.004655815,0.00878452,0.06724137,0.000664722,2
5688,0.164304751,0.030614935,0.040490985,0.673449799,0.055829962,0.035309567,4
5689,0.821657493,0.025368217,0.033551732,0.043902314,0.04626195,0.029258294,1
5690,0.262992342,0.005729623,0.007577938,0.009915703,0.707176166,0.006608229,5
5691,0.210216578,0.099151878,0.004679723,0.412481091,0.197679665,0.075791064,4
5692,0.69083679,0.015050758,0.019905971,0.127723909,0.129123862,0.017358709,0
5693,0.16598832,0.00879267,0.011629092,0.193416124,0.016034476,0.604139318,3
5694,0.207147518,0.038597836,0.311800933,0.066797534,0.331139576,0.044516602,0
5695,0.302772632,0.009347936,0.01236348,0.016177567,0.648556994,0.010781391,5
5696,0.531503144,0.005317939,0.007033449,0.440314161,0.009697892,0.006133416,4
5697,0.044542816,0.008299671,0.067046382,0.070432762,0.18334341,0.626334959,3
5698,0.245874439,0.003715952,0.331260332,0.081741373,0.308018621,0.029389284,5
5699,0.743082086,0.01250734,0.016542074,0.021645241,0.191797987,0.014425272,1
5700,0.773444045,0.008299671,0.010977056,0.014363437,0.071204759,0.121711031,1
5701,0.841010536,0.011532874,0.015253255,0.097870398,0.021031561,0.013301376,0
5702,0.467899367,0.299349685,0.051049085,0.066797534,0.070387728,0.044516602,0
5703,0.151619289,0.01250734,0.101036759,0.697602724,0.022808616,0.014425272,4
5704,0.084440244,0.001157939,0.752499147,0.002003932,0.002111638,0.1577871,3
5705,0.511317824,0.302396996,0.007210637,0.055815535,0.001627771,0.121631237,0
5706,0.472712668,0.006482363,0.008573504,0.055010698,0.44974437,0.007476397,5
5707,0.595707103,0.00596033,0.048148719,0.292174517,0.051135018,0.006874313,0
5708,0.48959803,0.01250734,0.27002613,0.106139926,0.022808616,0.098919957,3
5709,0.467899367,0.038597836,0.051049085,0.327549382,0.070387728,0.044516602,0
5710,0.478902034,0.025368217,0.033551732,0.215280044,0.04626195,0.200636023,2
5711,0.429473291,0.016754284,0.022159036,0.481736506,0.030553422,0.019323461,4
5712,0.769029409,0.016754284,0.022159036,0.142180388,0.030553422,0.019323461,1
5713,0.681678586,0.009347936,0.01236348,0.016177567,0.017047069,0.263385361,1
5714,0.06945692,0.005729623,0.007577938,0.048622787,0.436226575,0.432386158,3
5715,0.467899367,0.038597836,0.051049085,0.327549382,0.070387728,0.044516602,0
5716,0.195993525,0.000767626,0.032129927,0.001328456,0.763709351,0.006071116,5
5717,0.563381856,0.155259505,0.086430862,0.0185162,0.019511398,0.15690018,1
5718,0.443710616,0.005133513,0.006789529,0.355684067,0.009361569,0.179320706,0
5719,0.101393426,0.018892656,0.28024998,0.032695689,0.034452997,0.532315252,3
5720,0.886758531,0.001854137,0.002452262,0.090889547,0.003381239,0.014664284,1
5721,0.780222199,0.010699276,0.014150748,0.163076429,0.019511398,0.012339951,4
5722,0.902057419,0.007104618,0.009396492,0.012295274,0.060952126,0.008194072,1
5723,0.534784476,0.013661679,0.018068791,0.39281474,0.024913691,0.015756623,4
5724,0.207147518,0.038597836,0.051049085,0.066797534,0.331139576,0.305268451,0
5725,0.257905629,0.013661679,0.018068791,0.208228842,0.486378436,0.015756623,5
5726,0.252652015,0.113876957,0.000886528,0.137008011,0.46310554,0.032470949,5
5727,0.604141814,0.016207018,0.341579088,0.003616469,0.003810845,0.030644767,0
5728,0.819386493,0.00879267,0.011629092,0.015216622,0.016034476,0.128940646,1
5729,0.240501926,0.30031778,0.160332968,0.072534646,0.02369332,0.202619359,2
5730,0.31277696,0.009500762,0.001620196,0.440734428,0.233954785,0.001412868,4
5731,0.847749788,0.021656735,0.028642966,0.037479212,0.039493622,0.024977676,1
5732,0.23331625,0.04622598,0.048148719,0.050580615,0.29272892,0.328999516,5
5733,0.098175851,0.003031125,0.004008933,0.885760545,0.005527615,0.003495931,4
5734,0.046702114,0.002473887,0.404374541,0.004281316,0.088074468,0.454093674,3
5735,0.478902034,0.196745947,0.033551732,0.043902314,0.217639679,0.029258294,0
5736,0.467899367,0.038597836,0.051049085,0.066797534,0.070387728,0.305268451,5
5737,0.259158689,0.254726293,0.145340743,0.001756593,0.015565128,0.323452555,0
5738,0.12797874,0.006779241,0.283753532,0.378115349,0.14975644,0.053616697,5
5739,0.385805726,0.116727779,0.019905971,0.331077952,0.129123862,0.017358709,3
5740,0.238513162,0.089012181,0.037966181,0.073591564,0.004667436,0.556249476,3
5741,0.491101741,0.227539619,0.086430862,0.163076429,0.019511398,0.012339951,0
5742,0.510819329,0.004249315,0.464927423,0.007353878,0.00774913,0.004900924,0
5743,0.038129183,0.007104618,0.345368583,0.1082873,0.492916244,0.008194072,0
5744,0.021567058,0.492683418,0.303943453,0.14269482,0.034476428,0.004634823,0
5745,0.173776637,0.006779241,0.054764049,0.103327969,0.470341717,0.191010387,5
5746,0.042177928,0.007859021,0.328949057,0.013600846,0.545256522,0.062156626,3
5747,0.216438189,0.024736841,0.520478416,0.002950108,0.221914289,0.013482158,3
5748,0.113319654,0.388253891,0.328118442,0.016177567,0.143349054,0.010781391,0
5749,0.525405487,0.347017391,0.013196876,0.017268062,0.085604042,0.011508141,0
5750,0.302772632,0.072498929,0.26496745,0.016177567,0.080198062,0.263385361,0
5751,0.594624955,0.007462803,0.009870223,0.012915149,0.013609305,0.361517566,3
5752,0.811663323,0.013661679,0.018068791,0.115935893,0.024913691,0.015756623,4
5753,0.207147518,0.038597836,0.311800933,0.327549382,0.070387728,0.044516602,4
5754,0.429473291,0.016754284,0.022159036,0.028995015,0.030553422,0.472064952,3
5755,0.402968579,0.055714533,0.507860486,0.004334095,0.014732315,0.014389991,0
5756,0.073319731,0.013661679,0.756412383,0.023642944,0.11720664,0.015756623,2
5757,0.894190832,0.015050758,0.019905971,0.026046888,0.027446841,0.017358709,1
5758,0.151619289,0.01250734,0.016542074,0.782097409,0.022808616,0.014425272,4
